has_ip,long_url,short_service,has_at,double_slash_redirect,pref_suf,has_sub_domain,ssl_state,long_domain,port,https_token,domain_Age,dns_record,traffic,Result
1,-1,1,-1,1,1,0,1,-1,-1,1,-1,1,-1,1
-1,-1,1,1,1,-1,-1,1,-1,1,1,1,1,1,-1
-1,-1,1,-1,1,-1,-1,-1,-1,1,1,1,1,1,-1
1,1,1,-1,1,1,0,1,-1,1,1,1,1,1,1
-1,-1,1,1,1,-1,-1,-1,1,1,1,1,1,-1,-1
1,-1,1,1,1,1,1,1,-1,1,1,1,1,0,1
-1,-1,1,1,1,1,1,-1,-1,1,1,1,1,0,1
1,-1,1,1,1,-1,1,1,-1,1,1,1,1,-1,1
1,-1,1,1,1,-1,0,1,-1,1,1,1,1,0,1
1,-1,1,1,1,-1,0,1,-1,1,1,1,1,0,1
1,-1,1,1,1,-1,1,1,-1,1,1,1,1,0,1
-1,1,-1,1,-1,-1,1,1,-1,1,-1,1,-1,-1,1
1,-1,1,1,1,-1,1,1,-1,1,1,1,1,-1,1
-1,1,1,1,1,-1,1,1,-1,1,-1,1,1,1,1
-1,-1,1,1,1,-1,0,-1,1,1,1,1,1,1,-1
-1,1,1,-1,1,-1,-1,-1,-1,1,1,1,1,1,-1
-1,-1,1,1,1,-1,0,-1,1,1,1,1,1,1,-1
1,-1,1,1,1,-1,1,1,-1,1,1,1,1,-1,1
-1,1,-1,-1,-1,-1,-1,-1,-1,1,-1,1,-1,1,-1
1,-1,1,1,1,-1,1,1,1,1,1,1,1,1,-1
1,-1,1,1,1,-1,1,1,-1,1,1,1,1,0,1
-1,-1,1,1,1,-1,-1,1,1,1,1,1,1,1,-1
-1,1,1,1,1,-1,-1,1,1,1,1,1,1,1,-1
-1,-1,1,1,1,-1,0,1,-1,1,1,1,1,-1,-1
-1,-1,1,-1,1,1,1,1,-1,-1,1,-1,1,1,1
-1,-1,1,-1,1,-1,1,1,-1,-1,1,1,1,1,1
-1,1,1,1,-1,1,1,1,-1,1,1,1,1,1,1
1,-1,1,1,1,-1,1,-1,1,1,1,1,1,-1,-1
1,-1,1,-1,1,1,1,1,-1,1,1,1,1,1,1
-1,1,1,1,1,-1,1,1,-1,1,1,-1,1,1,1
1,-1,1,1,1,-1,0,-1,-1,1,-1,1,1,-1,-1
1,-1,1,1,1,-1,0,-1,-1,1,1,1,1,1,-1
-1,-1,1,1,1,-1,1,1,-1,1,1,1,1,1,1
1,-1,1,1,1,-1,-1,-1,1,1,1,1,1,-1,-1
1,-1,1,1,1,1,0,1,-1,1,1,1,1,1,1
-1,-1,1,1,1,-1,1,1,-1,1,1,-1,1,0,1
1,1,-1,-1,-1,-1,1,-1,-1,1,-1,1,-1,1,-1
-1,-1,1,-1,1,1,-1,1,-1,1,1,1,1,1,1
-1,-1,1,-1,1,-1,-1,-1,1,1,1,1,1,-1,-1
-1,-1,1,-1,1,-1,1,-1,-1,-1,1,1,1,-1,-1
-1,-1,-1,-1,-1,-1,1,-1,-1,1,-1,1,-1,1,1
1,-1,1,-1,1,-1,0,0,1,1,1,1,1,-1,-1
1,-1,1,1,1,-1,1,1,-1,1,1,-1,1,-1,1
1,-1,1,1,-1,-1,1,1,-1,1,1,1,1,1,1
-1,-1,1,1,-1,-1,1,1,-1,1,1,1,1,1,1
1,1,1,1,1,1,-1,1,-1,1,1,1,1,1,1
1,-1,1,1,1,1,1,1,-1,1,1,1,1,1,1
1,-1,1,1,1,-1,0,1,-1,1,1,-1,1,-1,1
1,-1,1,1,1,1,1,1,-1,1,1,1,1,-1,1
1,1,1,-1,1,-1,-1,0,-1,1,1,1,1,-1,-1
1,-1,1,1,1,-1,0,0,1,1,1,1,1,-1,-1
-1,1,1,1,1,1,-1,1,-1,1,1,1,1,-1,1
-1,-1,1,1,-1,-1,-1,0,1,1,1,1,1,0,-1
-1,-1,1,1,1,-1,-1,0,1,1,1,-1,1,0,-1
1,-1,1,1,1,-1,0,-1,1,1,1,-1,1,0,-1
-1,-1,-1,-1,1,-1,-1,0,-1,1,-1,1,-1,1,-1
-1,1,1,1,1,-1,-1,0,-1,1,1,1,1,1,-1
-1,-1,1,1,1,-1,0,-1,-1,1,1,1,1,1,-1
1,-1,1,1,1,-1,-1,-1,1,1,1,-1,1,1,-1
1,-1,1,-1,-1,-1,1,1,-1,1,1,1,1,-1,1
-1,1,1,-1,1,-1,1,-1,-1,1,1,-1,1,0,1
1,-1,1,1,1,-1,1,1,-1,1,1,1,1,-1,1
1,1,1,1,1,-1,-1,1,-1,1,1,1,1,1,1
1,1,1,1,1,-1,1,1,-1,1,1,-1,1,0,1
-1,-1,1,1,1,1,1,1,-1,1,1,1,1,-1,1
1,-1,1,-1,1,-1,1,1,-1,-1,1,1,1,1,1
1,-1,1,1,1,1,1,1,-1,1,1,1,1,1,1
1,1,1,1,1,-1,1,1,-1,1,1,1,1,1,1
-1,-1,1,-1,1,-1,1,1,-1,-1,1,-1,1,0,1
-1,1,1,1,1,-1,-1,-1,-1,1,1,1,1,0,-1
1,-1,1,1,1,-1,-1,-1,1,1,1,1,1,0,-1
-1,-1,1,1,1,-1,-1,-1,1,1,1,1,1,1,-1
1,-1,1,1,1,1,1,1,-1,1,1,1,1,1,1
1,-1,1,1,1,-1,1,1,-1,1,1,1,1,1,1
-1,-1,-1,1,-1,-1,1,-1,-1,1,-1,1,-1,0,1
-1,-1,1,1,1,1,1,-1,-1,1,1,-1,1,0,1
1,-1,1,1,1,-1,1,1,-1,1,1,-1,1,-1,1
-1,-1,1,-1,1,-1,1,1,-1,-1,1,1,1,-1,1
-1,-1,-1,-1,-1,-1,0,-1,-1,1,-1,1,-1,1,-1
1,-1,1,1,1,-1,-1,1,1,1,1,-1,1,-1,1
1,-1,1,1,-1,-1,-1,-1,1,1,1,1,1,1,-1
-1,-1,1,1,1,-1,-1,0,-1,1,1,1,1,0,-1
-1,-1,1,-1,1,1,1,1,1,-1,1,1,1,-1,1
-1,-1,1,-1,1,-1,-1,-1,1,1,1,1,1,1,-1
-1,-1,1,1,1,-1,1,1,-1,1,1,1,1,0,1
-1,1,-1,-1,-1,-1,0,1,-1,1,-1,1,-1,1,1
-1,-1,1,-1,1,-1,-1,-1,-1,1,1,1,1,1,-1
-1,1,1,1,1,-1,-1,-1,-1,1,1,1,1,1,-1
-1,-1,1,1,1,-1,-1,0,-1,1,1,1,1,1,-1
1,-1,1,-1,-1,-1,1,1,1,1,1,1,1,1,1
-1,-1,-1,-1,-1,-1,1,1,-1,1,-1,-1,-1,0,1
-1,-1,1,1,1,-1,1,-1,-1,1,1,1,1,1,1
1,-1,1,1,1,-1,1,1,-1,1,1,1,1,-1,1
1,1,1,1,1,-1,1,-1,-1,1,1,1,1,1,1
-1,-1,1,1,1,-1,0,1,1,1,1,1,1,1,1
-1,1,-1,1,1,1,1,1,-1,1,-1,1,1,-1,1
-1,-1,-1,-1,-1,1,1,1,1,1,-1,1,-1,1,1
-1,-1,1,1,1,-1,0,-1,-1,1,-1,1,1,1,-1
-1,-1,1,1,1,-1,1,1,1,1,1,1,1,1,-1
1,-1,1,1,1,-1,1,1,-1,1,1,1,1,-1,1
-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,1,-1,1,-1
1,-1,-1,1,-1,-1,1,1,1,1,-1,1,-1,1,1
-1,1,1,-1,1,-1,1,1,-1,-1,1,1,1,-1,1
1,-1,1,-1,1,-1,0,1,-1,-1,1,1,1,1,-1
1,-1,1,1,1,1,1,1,-1,1,1,1,1,-1,1
1,1,1,1,1,-1,1,-1,-1,1,1,1,1,-1,1
1,1,1,-1,1,-1,1,0,-1,1,1,1,1,1,1
-1,1,1,-1,1,1,1,1,-1,1,1,1,1,-1,1
-1,-1,1,-1,1,-1,1,1,1,-1,1,1,1,-1,1
-1,-1,1,1,1,1,1,1,-1,1,1,1,1,-1,1
1,-1,1,1,1,-1,1,1,-1,1,1,1,1,1,-1
-1,-1,1,-1,1,1,1,1,-1,-1,1,1,1,-1,1
1,-1,1,-1,1,-1,1,1,-1,1,1,1,1,1,1
1,-1,1,1,1,-1,-1,1,1,1,1,1,1,1,-1
1,-1,1,1,1,-1,1,-1,1,1,1,1,1,1,1
1,1,1,1,1,-1,0,1,-1,1,1,1,1,1,-1
-1,-1,1,1,1,-1,1,1,-1,1,1,1,1,-1,1
-1,-1,1,1,1,-1,0,0,-1,1,1,1,1,0,-1
-1,0,1,1,1,-1,0,1,-1,1,-1,1,1,1,-1
-1,-1,1,1,1,-1,-1,1,1,1,1,1,1,-1,-1
1,1,1,-1,1,-1,1,1,-1,1,-1,1,1,1,1
-1,-1,1,1,1,-1,0,-1,1,1,1,1,1,1,-1
1,1,1,1,1,-1,1,1,-1,1,-1,1,1,1,1
-1,1,-1,-1,-1,-1,1,1,-1,1,-1,1,-1,0,1
-1,-1,1,1,1,-1,1,1,-1,1,1,1,1,-1,1
1,-1,1,1,1,-1,0,1,-1,1,1,1,1,-1,1
-1,1,1,1,1,-1,0,1,-1,1,1,1,1,1,1
-1,-1,1,1,1,-1,1,1,-1,1,1,1,1,-1,1
-1,-1,1,1,1,-1,-1,-1,1,1,1,1,1,1,-1
1,-1,1,1,1,-1,-1,0,1,1,1,1,1,-1,-1
1,-1,1,1,1,1,1,-1,-1,1,1,1,1,0,1
1,-1,1,1,1,-1,1,1,-1,1,1,1,1,1,1
1,-1,-1,1,-1,1,1,1,-1,1,-1,1,-1,1,1
1,1,1,-1,1,-1,1,1,-1,1,1,1,1,1,1
-1,-1,1,-1,1,-1,-1,-1,1,-1,1,1,1,1,-1
1,-1,1,1,1,-1,0,-1,1,1,1,1,1,1,-1
-1,-1,1,-1,1,1,1,1,-1,1,1,1,1,-1,1
-1,-1,1,-1,1,-1,-1,-1,1,1,1,1,1,1,-1
-1,1,1,-1,1,-1,-1,-1,-1,1,1,1,1,1,-1
1,-1,1,1,1,-1,-1,-1,-1,1,1,1,1,1,-1
1,1,1,1,1,-1,1,1,-1,1,1,1,1,1,1
-1,-1,1,1,1,-1,1,-1,1,1,1,1,1,1,-1
1,0,1,-1,1,-1,1,1,-1,1,1,1,1,-1,1
1,-1,1,-1,1,-1,0,-1,1,1,-1,1,1,1,-1
-1,1,-1,1,-1,-1,1,0,-1,1,-1,1,-1,1,-1
-1,-1,1,1,1,-1,0,0,-1,1,1,1,1,1,-1
-1,-1,1,1,1,-1,1,-1,-1,1,1,1,1,-1,1
-1,-1,-1,1,-1,-1,1,1,-1,1,-1,1,-1,1,1
-1,-1,1,1,1,-1,1,1,-1,1,1,1,1,1,1
1,-1,1,1,1,-1,1,-1,-1,1,1,1,1,-1,-1
-1,-1,1,1,1,-1,0,0,1,1,1,1,1,1,-1
-1,-1,1,1,1,-1,-1,0,1,1,1,1,1,1,-1
-1,1,1,1,1,-1,1,0,-1,1,1,1,1,-1,-1
-1,-1,1,1,1,-1,1,-1,1,1,1,1,1,-1,-1
-1,-1,1,-1,1,-1,1,1,-1,-1,1,1,1,1,1
-1,-1,1,1,1,-1,0,1,1,1,1,1,1,1,-1
-1,-1,1,1,1,-1,1,1,-1,-1,1,1,1,1,1
-1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1
-1,-1,1,1,1,-1,1,1,-1,1,1,1,1,-1,1
-1,-1,1,1,1,-1,1,1,1,1,1,1,1,-1,1
-1,-1,1,1,1,-1,-1,1,-1,1,1,1,1,1,1
-1,-1,1,1,-1,-1,-1,1,-1,1,-1,1,1,1,-1
-1,-1,-1,1,-1,-1,1,1,1,1,-1,1,-1,1,1
-1,-1,-1,-1,-1,-1,1,1,1,1,-1,1,-1,0,1
-1,-1,1,-1,1,-1,-1,-1,-1,1,1,1,1,1,-1
1,-1,1,-1,1,-1,0,1,1,-1,1,1,1,1,-1
-1,-1,-1,-1,-1,-1,1,1,1,1,-1,1,-1,-1,1
1,-1,1,-1,1,-1,1,0,-1,1,1,1,1,1,-1
1,1,1,-1,1,1,1,1,-1,-1,1,1,1,-1,1
1,-1,1,1,1,-1,1,1,-1,1,1,1,1,1,1
-1,-1,1,-1,1,-1,1,1,-1,-1,1,1,1,-1,1
1,-1,1,-1,1,-1,0,-1,-1,1,1,1,1,1,1
1,-1,1,-1,1,-1,1,1,-1,1,1,1,1,1,1
-1,-1,1,1,1,-1,1,1,1,1,1,1,1,-1,1
-1,-1,1,-1,1,-1,0,-1,-1,1,1,1,1,1,-1
1,-1,1,-1,1,-1,1,1,1,-1,1,1,1,-1,1
1,-1,1,1,1,-1,-1,1,1,1,1,1,1,-1,1
-1,-1,1,1,1,1,-1,1,-1,1,1,1,1,-1,1
1,-1,1,1,1,-1,1,1,-1,1,1,1,1,1,1
-1,-1,1,1,1,-1,-1,-1,-1,1,1,1,1,1,-1
1,-1,1,1,1,-1,1,1,-1,1,1,1,1,1,1
1,-1,1,1,1,-1,-1,1,-1,1,1,1,1,1,1
-1,-1,1,1,1,-1,-1,-1,1,1,1,1,1,1,-1
-1,-1,1,-1,1,-1,1,1,-1,-1,1,1,1,1,1
1,1,-1,-1,-1,1,1,1,-1,1,-1,1,-1,-1,1
1,-1,1,1,1,-1,0,1,1,1,1,1,1,0,-1
-1,-1,1,1,1,-1,-1,-1,-1,1,1,1,1,1,-1
1,-1,1,1,1,-1,1,-1,-1,1,1,1,1,1,-1
-1,-1,1,-1,1,-1,0,1,-1,-1,1,1,1,1,-1
-1,1,1,1,1,-1,1,-1,-1,1,1,1,1,1,1
1,-1,1,1,1,-1,1,1,1,1,1,1,1,1,-1
-1,-1,1,1,1,-1,1,1,-1,1,1,1,1,1,1
1,-1,-1,1,-1,-1,1,-1,-1,1,-1,1,-1,1,1
-1,-1,1,-1,1,-1,0,-1,-1,1,1,1,1,1,-1
-1,-1,1,1,1,-1,1,-1,1,1,1,1,1,1,-1
1,-1,1,1,1,-1,1,1,1,1,-1,1,1,-1,1
-1,-1,1,1,1,-1,0,-1,-1,1,1,1,1,0,-1
1,-1,1,-1,1,-1,1,1,-1,1,1,1,1,-1,1
-1,-1,1,1,1,-1,0,0,1,1,1,1,1,0,-1
-1,-1,1,1,1,-1,-1,0,1,1,1,1,1,0,-1
1,-1,1,1,1,-1,1,-1,-1,1,1,1,1,0,1
-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,1,-1,1,-1
-1,-1,1,1,1,1,-1,1,1,1,1,1,1,1,1
-1,-1,1,1,1,1,1,1,1,1,1,1,1,-1,1
1,-1,-1,1,-1,-1,1,1,-1,1,-1,1,-1,-1,1
1,1,1,1,1,-1,-1,-1,-1,1,1,1,1,1,-1
-1,-1,1,1,1,-1,1,1,1,1,1,1,1,0,1
-1,-1,1,1,1,1,1,1,-1,1,1,1,1,-1,1
-1,-1,1,-1,1,1,1,1,1,-1,1,1,1,0,1
-1,1,1,1,1,-1,1,1,-1,1,1,1,1,1,1
1,-1,1,1,1,-1,1,1,-1,1,1,1,1,1,1
-1,1,-1,-1,-1,-1,1,1,-1,1,-1,-1,-1,-1,1
-1,1,1,-1,1,-1,1,1,-1,1,1,-1,1,0,1
-1,-1,1,-1,1,1,1,1,-1,-1,1,-1,1,0,1
1,-1,1,-1,1,-1,1,1,-1,1,1,-1,1,-1,1
-1,-1,1,1,1,-1,0,1,1,1,1,1,1,1,1
1,-1,1,1,1,1,1,1,-1,1,1,-1,1,-1,1
-1,-1,1,-1,1,-1,1,-1,-1,-1,1,1,1,1,1
1,-1,1,1,1,-1,0,1,-1,1,1,1,1,1,1
1,1,1,1,1,-1,1,1,-1,1,1,-1,1,0,1
-1,-1,-1,1,-1,1,1,1,-1,1,-1,-1,-1,0,1
-1,1,1,1,1,-1,1,1,-1,1,1,1,1,-1,1
-1,-1,1,1,1,-1,-1,1,-1,1,1,-1,1,1,1
1,-1,1,-1,1,-1,1,1,-1,1,1,1,1,1,1
1,-1,1,1,1,-1,1,1,-1,1,1,1,1,-1,1
-1,-1,1,1,1,-1,-1,1,-1,1,1,1,1,1,1
1,-1,1,-1,1,-1,-1,1,-1,1,-1,1,1,1,1
-1,1,1,-1,1,-1,0,1,-1,1,1,1,1,-1,1
-1,-1,1,-1,1,-1,1,1,-1,-1,1,-1,1,1,1
-1,-1,-1,1,-1,-1,1,1,-1,1,-1,1,-1,1,1
-1,-1,-1,1,-1,-1,1,1,-1,1,-1,1,-1,-1,1
-1,-1,1,-1,1,1,1,1,-1,1,1,1,1,-1,1
-1,-1,-1,-1,-1,1,1,1,-1,1,-1,1,-1,-1,1
1,-1,1,1,1,-1,1,1,-1,1,1,1,1,-1,1
1,-1,1,1,1,1,-1,-1,1,1,1,1,1,1,1
-1,1,-1,1,-1,-1,1,1,-1,1,-1,1,-1,-1,1
-1,1,-1,-1,-1,1,0,-1,-1,-1,-1,-1,-1,1,1
1,-1,1,1,1,-1,0,0,-1,1,1,1,1,1,-1
1,-1,1,1,1,-1,-1,0,-1,1,1,1,1,1,-1
-1,-1,1,-1,1,-1,1,1,-1,-1,1,1,1,-1,1
-1,-1,1,1,1,1,-1,1,1,1,1,1,1,1,1
-1,1,1,-1,1,-1,-1,0,-1,-1,1,1,1,0,-1
1,-1,1,1,1,-1,0,1,-1,1,1,1,1,1,1
1,-1,1,1,1,-1,1,1,-1,1,1,1,1,-1,1
-1,1,-1,-1,-1,-1,1,1,1,1,-1,-1,-1,1,1
-1,-1,1,1,1,-1,1,-1,1,1,1,1,1,1,-1
-1,-1,1,1,1,-1,0,-1,1,1,1,1,1,1,-1
-1,-1,1,1,1,-1,1,-1,-1,1,1,1,1,1,-1
-1,-1,1,1,1,-1,0,1,-1,1,1,-1,1,1,1
-1,-1,1,1,1,1,1,1,-1,1,1,1,1,-1,1
-1,-1,1,1,1,-1,-1,-1,-1,1,1,1,1,1,-1
1,1,1,1,1,1,1,1,-1,1,1,1,1,-1,1
1,1,1,1,1,-1,1,1,-1,1,1,-1,1,0,1
1,-1,1,1,1,-1,-1,0,-1,1,1,1,1,0,-1
-1,-1,1,1,1,-1,0,-1,1,1,1,1,1,0,-1
1,-1,1,-1,1,-1,1,0,1,1,1,1,1,0,-1
-1,-1,1,-1,1,-1,1,1,-1,-1,1,1,1,1,1
1,-1,1,1,1,1,1,1,1,1,1,-1,1,-1,1
1,-1,1,1,1,-1,1,1,-1,-1,1,1,1,1,1
-1,-1,1,1,1,-1,-1,-1,1,1,1,1,1,1,-1
-1,-1,1,-1,1,-1,1,0,-1,-1,1,1,1,0,-1
1,-1,1,1,1,-1,-1,0,1,1,1,1,1,0,-1
1,-1,1,1,1,-1,0,-1,1,1,1,1,1,1,-1
1,-1,1,1,1,1,1,1,-1,1,1,1,1,-1,1
-1,-1,1,1,1,-1,0,0,-1,1,1,1,1,1,-1
-1,-1,-1,1,-1,-1,1,1,1,1,-1,1,-1,-1,1
-1,-1,1,1,1,1,1,1,-1,1,-1,-1,1,0,1
1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,-1,1,1,1,-1,1,1,-1,1,1,1,1,1,1
-1,-1,1,-1,1,-1,-1,0,1,1,-1,1,1,0,-1
1,-1,1,1,1,-1,-1,-1,-1,1,1,1,1,1,-1
-1,-1,1,1,1,-1,1,-1,-1,1,1,1,1,0,-1
1,-1,1,1,1,-1,1,1,1,1,1,1,1,1,1
-1,-1,1,1,1,-1,0,1,-1,1,1,1,1,1,-1
-1,-1,-1,1,-1,1,1,1,-1,1,-1,1,-1,1,1
1,-1,1,1,1,-1,-1,0,1,1,1,1,1,0,-1
-1,-1,-1,-1,-1,-1,1,1,1,1,-1,1,-1,-1,1
-1,-1,-1,-1,-1,-1,-1,0,1,-1,-1,1,-1,0,-1
-1,-1,1,1,1,1,1,1,-1,1,1,1,1,1,1
1,-1,1,-1,1,-1,0,0,1,-1,1,1,1,1,-1
1,-1,1,1,1,1,1,1,-1,1,1,1,1,-1,1
1,-1,1,1,1,-1,1,1,1,1,1,1,1,-1,1
1,-1,1,1,1,-1,1,0,-1,1,1,1,1,1,-1
1,-1,1,1,1,1,1,1,-1,1,1,1,1,-1,1
-1,-1,1,1,1,-1,-1,-1,-1,1,1,-1,1,0,1
-1,-1,1,-1,1,-1,0,0,1,1,1,1,1,1,-1
-1,-1,1,-1,1,-1,1,-1,-1,1,1,1,1,1,-1
-1,-1,1,1,1,-1,-1,1,1,1,1,1,1,0,1
-1,-1,1,-1,1,-1,-1,1,1,1,1,1,1,1,-1
1,1,1,1,1,-1,-1,0,-1,1,1,1,1,1,-1
-1,1,1,1,1,-1,-1,-1,-1,1,1,1,1,1,-1
-1,1,-1,1,-1,1,1,1,-1,1,-1,1,-1,-1,1
1,1,1,1,1,-1,1,1,-1,1,1,-1,1,0,1
1,-1,1,1,1,-1,1,-1,1,1,1,1,1,1,-1
-1,-1,1,-1,1,-1,0,-1,-1,-1,-1,1,1,1,-1
-1,0,1,1,1,-1,1,-1,1,1,-1,1,1,1,-1
1,-1,1,-1,1,-1,1,0,-1,-1,1,1,1,1,-1
-1,1,1,1,1,-1,-1,0,-1,1,1,1,1,0,-1
-1,-1,1,-1,1,-1,-1,0,1,-1,1,1,1,0,-1
-1,-1,1,-1,1,-1,0,-1,-1,-1,1,1,1,1,-1
-1,1,1,1,1,-1,-1,-1,-1,1,1,1,1,1,-1
-1,-1,-1,1,-1,1,1,1,-1,1,-1,1,-1,-1,1
1,-1,1,1,1,-1,0,1,-1,1,1,1,1,1,-1
1,-1,1,1,1,-1,1,1,1,1,1,-1,1,-1,1
1,-1,1,1,1,-1,0,-1,1,1,1,1,1,1,-1
-1,-1,1,-1,1,-1,0,-1,-1,1,1,1,1,1,-1
-1,-1,1,-1,1,-1,0,1,-1,1,1,1,1,1,-1
-1,1,1,-1,1,-1,0,0,-1,1,1,1,1,0,-1
1,-1,1,-1,1,-1,0,-1,-1,1,1,1,1,1,-1
-1,-1,1,1,1,1,1,1,-1,1,-1,1,1,1,1
1,-1,1,-1,1,-1,1,-1,-1,1,1,-1,1,0,-1
-1,1,1,1,1,1,-1,1,-1,1,1,1,1,1,1
1,-1,1,-1,1,-1,0,-1,-1,1,1,1,1,1,-1
1,-1,1,1,1,-1,1,1,-1,1,1,-1,1,0,1
-1,-1,1,1,1,-1,0,-1,-1,1,1,1,1,1,-1
-1,1,1,1,1,-1,-1,0,-1,1,1,1,1,0,-1
1,-1,1,1,1,-1,-1,0,-1,1,1,1,1,0,-1
1,-1,1,1,1,-1,-1,-1,1,1,1,1,1,1,-1
-1,-1,1,1,1,-1,1,1,1,1,1,1,1,1,1
-1,-1,1,1,1,-1,-1,-1,1,1,1,1,1,0,-1
-1,-1,1,1,1,-1,1,1,-1,1,1,1,1,1,1
-1,-1,1,1,1,-1,1,1,1,1,1,1,1,1,1
-1,-1,1,1,1,-1,-1,0,-1,1,-1,1,1,0,-1
1,1,1,-1,1,-1,1,1,-1,-1,1,-1,1,1,1
1,-1,1,1,1,1,0,1,1,-1,1,-1,1,-1,1
-1,-1,1,1,1,-1,1,1,-1,1,1,1,1,1,1
-1,-1,-1,1,1,1,1,1,-1,1,-1,1,-1,1,1
-1,-1,1,1,1,-1,-1,0,-1,1,1,1,1,0,-1
-1,-1,1,1,1,-1,0,0,1,1,1,1,1,0,-1
-1,-1,1,1,1,-1,1,-1,1,1,1,1,1,0,-1
-1,-1,1,1,1,-1,1,-1,-1,1,1,1,1,1,-1
1,-1,1,1,1,1,1,1,-1,1,1,1,1,-1,1
1,-1,1,-1,1,1,-1,1,-1,1,1,1,1,1,1
1,-1,1,1,1,1,1,1,-1,1,1,1,1,-1,1
-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,1,-1,0,-1
-1,-1,1,1,1,-1,-1,0,-1,1,1,1,1,0,-1
-1,-1,1,1,1,1,-1,1,1,1,1,1,1,-1,1
-1,-1,1,1,1,-1,0,-1,1,1,1,1,1,0,-1
-1,-1,-1,1,-1,-1,1,1,1,1,-1,-1,-1,0,1
1,-1,1,1,1,-1,1,1,-1,1,1,1,1,-1,1
1,1,1,1,1,-1,1,1,-1,1,1,1,1,1,1
-1,-1,1,1,1,-1,0,0,-1,1,1,1,1,1,-1
1,-1,1,1,1,-1,1,1,-1,1,1,1,1,1,1
-1,1,1,1,1,-1,0,1,-1,1,-1,1,1,1,-1
-1,1,1,1,1,-1,1,-1,-1,1,1,-1,1,0,1
-1,1,1,1,1,-1,0,1,-1,1,-1,-1,1,1,-1
1,1,1,-1,1,-1,1,1,-1,-1,1,-1,1,-1,1
-1,-1,1,1,1,-1,1,-1,1,1,1,-1,1,1,-1
-1,1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,1,-1
-1,-1,1,1,1,-1,-1,-1,-1,1,1,-1,1,1,-1
-1,-1,1,1,1,-1,0,1,-1,1,1,1,1,1,-1
-1,-1,1,1,1,-1,1,1,1,1,1,1,1,1,-1
1,-1,1,1,1,-1,0,1,-1,1,1,1,1,0,-1
-1,-1,1,-1,1,-1,0,-1,1,-1,-1,1,1,0,-1
1,-1,1,1,1,-1,-1,0,1,1,1,1,1,0,-1
-1,1,1,1,1,-1,0,1,-1,1,1,1,1,0,-1
-1,-1,1,-1,1,-1,1,1,-1,-1,1,1,1,-1,1
-1,-1,1,1,1,-1,1,1,-1,1,1,1,1,1,1
-1,-1,-1,1,-1,-1,1,1,-1,1,-1,1,-1,1,1
-1,-1,1,1,1,-1,-1,0,1,1,1,1,1,0,-1
1,-1,1,1,1,-1,1,1,-1,1,1,1,1,-1,1
-1,-1,1,1,1,-1,1,0,1,-1,1,1,1,0,-1
-1,-1,1,1,1,-1,1,1,-1,1,1,1,1,1,1
-1,1,1,1,1,-1,-1,-1,-1,1,-1,1,1,0,-1
1,-1,1,1,1,-1,1,1,-1,1,1,1,1,1,1
1,-1,1,1,1,-1,1,-1,-1,1,1,1,1,0,-1
1,-1,1,1,1,1,1,1,-1,1,1,1,1,1,1
1,-1,1,1,1,-1,1,-1,1,1,1,1,1,1,-1
-1,-1,1,1,1,-1,1,1,1,1,1,1,1,1,-1
1,0,1,-1,1,-1,-1,1,-1,1,-1,-1,1,0,1
1,1,-1,1,-1,-1,-1,0,-1,1,-1,1,-1,0,-1
1,-1,1,1,1,-1,0,0,-1,1,1,1,1,1,-1
-1,-1,1,-1,1,-1,1,1,-1,-1,1,1,1,1,1
1,-1,1,1,1,-1,-1,1,1,1,1,1,1,1,1
1,-1,1,1,1,-1,1,1,-1,1,1,1,1,-1,1
-1,-1,-1,1,-1,-1,1,1,1,1,-1,1,-1,-1,1
-1,-1,-1,1,-1,-1,1,1,1,1,-1,1,-1,1,1
-1,-1,-1,-1,-1,-1,0,0,-1,-1,-1,1,-1,0,-1
-1,-1,1,1,-1,-1,-1,-1,1,1,1,1,1,1,-1
-1,-1,1,-1,1,-1,-1,-1,-1,1,1,1,1,1,-1
-1,-1,1,-1,-1,-1,1,1,-1,1,1,1,1,1,-1
-1,-1,1,1,1,-1,0,-1,1,1,1,1,1,0,-1
1,-1,1,1,1,-1,1,1,-1,1,1,1,1,1,1
1,-1,1,1,1,-1,0,-1,1,1,1,1,1,1,-1
-1,-1,1,1,1,-1,0,-1,-1,1,1,1,1,1,-1
-1,1,1,1,1,-1,-1,-1,-1,1,1,1,1,1,-1
-1,-1,1,1,1,-1,-1,-1,1,1,1,1,1,0,-1
1,-1,1,1,1,-1,1,1,-1,1,1,1,1,-1,1
-1,-1,-1,1,-1,-1,1,1,-1,1,-1,1,-1,-1,1
1,-1,1,1,1,-1,-1,-1,1,1,1,1,1,0,-1
-1,-1,1,1,1,1,-1,-1,-1,1,1,1,1,1,1
1,-1,1,1,1,-1,-1,-1,-1,-1,1,1,1,0,-1
-1,-1,1,1,1,-1,-1,1,1,1,1,1,1,0,1
-1,-1,-1,-1,-1,-1,1,1,1,1,-1,1,-1,-1,1
1,-1,1,1,1,-1,1,1,-1,1,1,1,1,0,-1
